Date_UTC,IAGA,MLT,MLAT,IGRF_DECL,N,E,Z
2001-04-03 16:58:00,GIM,10.18,66.67,0.77,-60.9,28.0,15.3
2001-04-03 16:58:00,PIN,10.11,60.56,3.84,-32.4,-17.2,6.1
2001-04-03 16:58:00,RAN,10.37,72.89,-7.77,-65.6,50.2,227.2
2001-04-03 16:58:00,TAL,9.98,78.86,-17.12,169.2,104.1,-36.2
2001-04-03 16:59:00,BLC,9.90,73.96,-1.39,117.0,33.8,228.0
2001-04-03 16:59:00,BSL,10.78,41.39,0.72,-18.9,10.0,2.2
2001-04-03 16:59:00,DLR,9.84,38.98,7.38,-14.2,3.6,-1.1
2001-04-03 16:59:00,EKP,10.20,71.17,-2.61,-70.1,15.9,95.5
2001-04-03 16:59:00,FCC,10.23,68.97,-1.10,-58.4,15.9,50.7
2001-04-03 16:59:00,GIM,10.20,66.67,0.77,-54.2,28.0,14.6
2001-04-03 16:59:00,PIN,10.13,60.56,3.84,-30.8,-18.1,5.5
2001-04-03 16:59:00,RAN,10.39,72.89,-7.77,-58.7,46.7,209.3
2001-04-03 16:59:00,TAL,10.00,78.86,-17.12,154.1,92.4,-28.7
2001-04-03 17:00:00,BLC,9.92,73.96,-1.39,113.0,30.0,214.3
2001-04-03 17:00:00,BSL,10.80,41.39,0.72,-19.9,9.7,1.3
2001-04-03 17:00:00,DLR,9.86,38.98,7.38,-15.2,3.2,-2.0
2001-04-03 17:00:00,EKP,10.22,71.17,-2.61,-56.8,14.1,100.6
2001-04-03 17:00:00,FCC,10.25,68.97,-1.10,-61.5,16.1,53.6
2001-04-03 17:00:00,GIM,10.22,66.67,0.77,-59.9,27.5,19.8
2001-04-03 17:00:00,PIN,10.15,60.56,3.84,-31.8,-18.5,6.5
2001-04-03 17:00:00,RAN,10.41,72.89,-7.77,-45.5,44.2,197.4
2001-04-03 17:00:00,TAL,10.02,78.86,-17.12,146.0,85.6,-25.4
2001-04-03 17:01:00,BLC,9.94,73.96,-1.39,110.9,29.3,208.6
2001-04-03 17:01:00,BSL,10.82,41.39,0.72,-20.0,8.6,1.4
2001-04-03 17:01:00,DLR,9.88,38.98,7.38,-15.3,2.8,-1.9
2001-04-03 17:01:00,EKP,10.24,71.17,-2.61,-58.4,12.7,104.9
2001-04-03 17:01:00,FCC,10.27,68.97,-1.10,-64.5,12.3,48.6
2001-04-03 17:01:00,GIM,10.24,66.67,0.77,-56.8,22.8,18.9
2001-04-03 17:01:00,PIN,10.16,60.56,3.84,-31.9,-20.4,6.3
2001-04-03 17:01:00,RAN,10.42,72.89,-7.77,-39.5,43.2,192.9
2001-04-03 17:01:00,TAL,10.04,78.86,-17.12,139.3,82.6,-24.5
2001-04-03 17:02:00,BLC,9.96,73.96,-1.39,102.8,28.4,208.9
2001-04-03 17:02:00,BSL,10.84,41.39,0.72,-21.0,8.9,0.5
2001-04-03 17:02:00,DLR,9.90,38.98,7.38,-16.4,2.3,-1.8
2001-04-03 17:02:00,EKP,10.26,71.17,-2.61,-73.2,11.7,101.1
2001-04-03 17:02:00,FCC,10.29,68.97,-1.10,-67.6,10.5,39.5
2001-04-03 17:02:00,GIM,10.26,66.67,0.77,-61.6,19.0,21.9
2001-04-03 17:02:00,PIN,10.18,60.56,3.84,-33.0,-20.5,7.0
2001-04-03 17:02:00,RAN,10.44,72.89,-7.77,-47.5,42.9,196.9
2001-04-03 17:02:00,TAL,10.06,78.86,-17.12,137.6,83.7,-24.1
2001-04-03 17:03:00,BLC,9.98,73.96,-1.39,91.8,26.4,214.2
2001-04-03 17:03:00,BSL,10.86,41.39,0.72,-20.1,7.9,0.6
2001-04-03 17:03:00,DLR,9.92,38.98,7.38,-15.4,1.9,-1.7
2001-04-03 17:03:00,EKP,10.28,71.17,-2.61,-81.5,9.3,92.6
2001-04-03 17:03:00,FCC,10.31,68.97,-1.10,-65.7,8.7,36.5
2001-04-03 17:03:00,GIM,10.28,66.67,0.77,-60.3,18.5,20.6
2001-04-03 17:03:00,PIN,10.20,60.56,3.84,-31.3,-21.7,7.7
2001-04-03 17:03:00,RAN,10.46,72.89,-7.77,-61.1,42.1,200.4
2001-04-03 17:03:00,TAL,10.08,78.86,-17.12,133.7,83.9,-21.2
2001-04-03 17:04:00,BLC,10.00,73.96,-1.39,87.8,22.6,214.6
2001-04-03 17:04:00,BSL,10.88,41.39,0.72,-20.1,7.5,-0.3
2001-04-03 17:04:00,DLR,9.93,38.98,7.38,-15.5,1.5,-1.5
2001-04-03 17:04:00,EKP,10.30,71.17,-2.61,-77.2,5.6,88.6
2001-04-03 17:04:00,FCC,10.33,68.97,-1.10,-60.7,6.0,38.4
2001-04-03 17:04:00,GIM,10.30,66.67,0.77,-52.8,17.5,16.5
2001-04-03 17:04:00,PIN,10.22,60.56,3.84,-29.8,-22.5,8.3
2001-04-03 17:04:00,RAN,10.48,72.89,-7.77,-65.8,39.6,201.1
2001-04-03 17:04:00,TAL,10.10,78.86,-17.12,134.2,83.4,-19.9
2001-04-03 17:05:00,BLC,10.02,73.96,-1.39,89.7,21.0,209.9
2001-04-03 17:05:00,BSL,10.90,41.39,0.72,-20.1,7.1,-0.2
2001-04-03 17:05:00,DLR,9.95,38.98,7.38,-15.6,1.1,-1.4
2001-04-03 17:05:00,EKP,10.32,71.17,-2.61,-69.3,2.7,89.6
2001-04-03 17:05:00,FCC,10.35,68.97,-1.10,-56.8,4.2,41.4
2001-04-03 17:05:00,GIM,10.32,66.67,0.77,-46.8,16.1,15.0
2001-04-03 17:05:00,PIN,10.24,60.56,3.84,-28.6,-23.9,8.2
2001-04-03 17:05:00,RAN,10.50,72.89,-7.77,-59.7,40.5,198.1
2001-04-03 17:05:00,TAL,10.12,78.86,-17.12,133.2,79.0,-20.0
2001-04-03 17:06:00,BLC,10.04,73.96,-1.39,90.7,18.4,204.2
2001-04-03 17:06:00,BSL,10.92,41.39,0.72,-19.2,6.8,-0.0
2001-04-03 17:06:00,DLR,9.97,38.98,7.38,-14.7,0.6,-0.3
2001-04-03 17:06:00,EKP,10.34,71.17,-2.61,-66.7,1.0,89.0
2001-04-03 17:06:00,FCC,10.37,68.97,-1.10,-54.9,2.5,39.4
2001-04-03 17:06:00,GIM,10.34,66.67,0.77,-43.6,15.6,13.1
2001-04-03 17:06:00,PIN,10.26,60.56,3.84,-26.9,-24.6,8.5
2001-04-03 17:06:00,RAN,10.52,72.89,-7.77,-55.7,40.7,191.0
2001-04-03 17:06:00,TAL,10.14,78.86,-17.12,129.4,74.1,-19.5
2001-04-03 17:07:00,BLC,10.06,73.96,-1.39,90.7,11.7,204.6
2001-04-03 17:07:00,BSL,10.94,41.39,0.72,-19.2,6.4,-0.9
2001-04-03 17:07:00,DLR,9.99,38.98,7.38,-15.7,0.2,-0.2
2001-04-03 17:07:00,EKP,10.36,71.17,-2.61,-69.8,-1.8,90.5
2001-04-03 17:07:00,FCC,10.39,68.97,-1.10,-55.0,-0.3,35.3
2001-04-03 17:07:00,GIM,10.36,66.67,0.77,-41.4,12.9,11.2
2001-04-03 17:07:00,PIN,10.28,60.56,3.84,-27.0,-26.0,8.4
2001-04-03 17:07:00,RAN,10.54,72.89,-7.77,-50.8,42.0,191.1
2001-04-03 17:07:00,TAL,10.16,78.86,-17.12,124.7,69.2,-19.5
2001-04-03 17:08:00,BLC,10.08,73.96,-1.39,84.8,5.9,203.9
2001-04-03 17:08:00,BSL,10.96,41.39,0.72,-19.2,5.4,-0.8
2001-04-03 17:08:00,DLR,10.01,38.98,7.38,-15.8,-0.2,-0.1
2001-04-03 17:08:00,EKP,10.38,71.17,-2.61,-72.4,-1.4,85.1
2001-04-03 17:08:00,FCC,10.41,68.97,-1.10,-52.0,-3.0,32.3
2001-04-03 17:08:00,GIM,10.38,66.67,0.77,-39.3,9.6,10.3
2001-04-03 17:08:00,PIN,10.30,60.56,3.84,-25.9,-27.9,8.4
2001-04-03 17:08:00,RAN,10.56,72.89,-7.77,-55.8,39.4,185.2
2001-04-03 17:08:00,TAL,10.18,78.86,-17.12,118.4,64.6,-16.1
2001-04-03 17:09:00,BLC,10.10,73.96,-1.39,80.6,7.1,204.2
2001-04-03 17:09:00,BSL,10.98,41.39,0.72,-19.3,5.1,-0.7
2001-04-03 17:09:00,DLR,10.03,38.98,7.38,-14.9,-0.6,0.1
2001-04-03 17:09:00,EKP,10.40,71.17,-2.61,-69.2,-8.5,74.9
2001-04-03 17:09:00,FCC,10.43,68.97,-1.10,-49.1,-8.7,29.2
2001-04-03 17:09:00,GIM,10.40,66.67,0.77,-36.6,6.6,8.3
2001-04-03 17:09:00,PIN,10.32,60.56,3.84,-24.8,-29.7,8.5
2001-04-03 17:09:00,RAN,10.58,72.89,-7.77,-56.0,29.3,174.7
2001-04-03 17:09:00,TAL,10.20,78.86,-17.12,113.4,60.1,-13.2
2001-04-03 17:10:00,BLC,10.12,73.96,-1.39,78.5,4.4,200.6
2001-04-03 17:10:00,BSL,11.00,41.39,0.72,-19.3,4.0,-0.6
2001-04-03 17:10:00,DLR,10.05,38.98,7.38,-15.0,-1.0,0.2
2001-04-03 17:10:00,EKP,10.41,71.17,-2.61,-65.7,-11.1,70.6
2001-04-03 17:10:00,FCC,10.45,68.97,-1.10,-47.1,-10.4,29.2
2001-04-03 17:10:00,GIM,10.42,66.67,0.77,-36.0,5.3,8.4
2001-04-03 17:10:00,PIN,10.34,60.56,3.84,-23.8,-29.9,8.6
2001-04-03 17:10:00,RAN,10.60,72.89,-7.77,-58.3,24.0,164.9
2001-04-03 17:10:00,TAL,10.22,78.86,-17.12,110.9,58.8,-11.4
2001-04-03 17:11:00,BLC,10.14,73.96,-1.39,74.3,8.7,205.9
2001-04-03 17:11:00,BSL,11.02,41.39,0.72,-19.3,3.7,-1.5
2001-04-03 17:11:00,DLR,10.07,38.98,7.38,-15.1,-1.4,0.3
2001-04-03 17:11:00,EKP,10.43,71.17,-2.61,-59.3,-12.4,63.5
2001-04-03 17:11:00,FCC,10.47,68.97,-1.10,-44.2,-12.2,27.1
2001-04-03 17:11:00,GIM,10.44,66.67,0.77,-32.9,3.6,6.9
2001-04-03 17:11:00,PIN,10.36,60.56,3.84,-23.3,-31.3,8.7
2001-04-03 17:11:00,RAN,10.62,72.89,-7.77,-62.7,14.7,150.9
2001-04-03 17:11:00,TAL,10.24,78.86,-17.12,108.5,58.4,-9.1
2001-04-03 17:12:00,BLC,10.16,73.96,-1.39,62.9,14.7,200.3
2001-04-03 17:12:00,BSL,11.04,41.39,0.72,-19.4,4.0,-1.4
2001-04-03 17:12:00,DLR,10.09,38.98,7.38,-15.1,-1.0,0.4
2001-04-03 17:12:00,EKP,10.45,71.17,-2.61,-57.7,-15.0,61.2
2001-04-03 17:12:00,FCC,10.49,68.97,-1.10,-44.3,-12.9,23.1
2001-04-03 17:12:00,GIM,10.46,66.67,0.77,-34.6,2.8,8.2
2001-04-03 17:12:00,PIN,10.38,60.56,3.84,-23.8,-31.1,8.6
2001-04-03 17:12:00,RAN,10.64,72.89,-7.77,-60.9,4.7,143.3
2001-04-03 17:12:00,TAL,10.26,78.86,-17.12,108.6,60.6,-7.0
2001-04-03 17:13:00,BLC,10.18,73.96,-1.39,57.8,15.9,196.6
2001-04-03 17:13:00,BSL,11.06,41.39,0.72,-19.4,3.7,-1.3
2001-04-03 17:13:00,DLR,10.11,38.98,7.38,-15.2,-1.4,0.5
2001-04-03 17:13:00,EKP,10.47,71.17,-2.61,-58.4,-16.2,59.7
2001-04-03 17:13:00,FCC,10.51,68.97,-1.10,-44.4,-14.6,20.1
2001-04-03 17:13:00,GIM,10.48,66.67,0.77,-35.6,1.0,8.3
2001-04-03 17:13:00,PIN,10.40,60.56,3.84,-22.7,-32.3,8.9
2001-04-03 17:13:00,RAN,10.66,72.89,-7.77,-61.1,-0.5,140.1
2001-04-03 17:13:00,TAL,10.28,78.86,-17.12,107.1,63.1,-5.5
2001-04-03 17:14:00,BLC,10.20,73.96,-1.39,56.5,19.2,191.0
2001-04-03 17:14:00,BSL,11.08,41.39,0.72,-19.4,3.4,-1.2
2001-04-03 17:14:00,DLR,10.13,38.98,7.38,-15.3,-1.8,1.7
2001-04-03 17:14:00,EKP,10.49,71.17,-2.61,-57.4,-15.6,55.1
2001-04-03 17:14:00,FCC,10.53,68.97,-1.10,-43.5,-16.4,19.0
2001-04-03 17:14:00,GIM,10.50,66.67,0.77,-36.3,-1.0,8.5
2001-04-03 17:14:00,PIN,10.42,60.56,3.84,-22.5,-32.7,8.6
2001-04-03 17:14:00,RAN,10.68,72.89,-7.77,-61.3,-5.7,130.2
2001-04-03 17:14:00,TAL,10.30,78.86,-17.12,104.6,64.9,-4.9
2001-04-03 17:15:00,BLC,10.22,73.96,-1.39,49.7,8.4,178.3
2001-04-03 17:15:00,BSL,11.10,41.39,0.72,-19.5,3.0,-1.1
2001-04-03 17:15:00,DLR,10.15,38.98,7.38,-15.4,-2.2,1.8
2001-04-03 17:15:00,EKP,10.51,71.17,-2.61,-52.6,-20.9,49.4
2001-04-03 17:15:00,FCC,10.55,68.97,-1.10,-40.5,-20.0,19.0
2001-04-03 17:15:00,GIM,10.52,66.67,0.77,-33.8,-3.4,7.4
2001-04-03 17:15:00,PIN,10.44,60.56,3.84,-20.9,-34.3,8.8
2001-04-03 17:15:00,RAN,10.70,72.89,-7.77,-60.4,-16.8,116.1
2001-04-03 17:15:00,TAL,10.32,78.86,-17.12,100.9,64.1,-5.2
2001-04-03 17:16:00,BLC,10.23,73.96,-1.39,55.8,-1.1,162.7
2001-04-03 17:16:00,BSL,11.12,41.39,0.72,-18.5,2.7,-1.0
2001-04-03 17:16:00,DLR,10.17,38.98,7.38,-14.5,-1.9,1.9
2001-04-03 17:16:00,EKP,10.53,71.17,-2.61,-47.3,-25.4,49.3
2001-04-03 17:16:00,FCC,10.57,68.97,-1.10,-36.6,-22.7,19.9
2001-04-03 17:16:00,GIM,10.54,66.67,0.77,-28.9,-4.0,4.9
2001-04-03 17:16:00,PIN,10.46,60.56,3.84,-19.3,-34.7,8.5
2001-04-03 17:16:00,RAN,10.72,72.89,-7.77,-56.2,-22.8,113.6
2001-04-03 17:16:00,TAL,10.34,78.86,-17.12,96.4,58.1,-6.4
2001-04-03 17:17:00,BLC,10.25,73.96,-1.39,57.8,-5.7,156.0
2001-04-03 17:17:00,BSL,11.14,41.39,0.72,-18.6,3.1,-0.9
2001-04-03 17:17:00,DLR,10.19,38.98,7.38,-14.6,-2.3,2.0
2001-04-03 17:17:00,EKP,10.55,71.17,-2.61,-41.9,-28.2,48.9
2001-04-03 17:17:00,FCC,10.59,68.97,-1.10,-33.7,-23.4,20.9
2001-04-03 17:17:00,GIM,10.56,66.67,0.77,-26.7,-3.9,4.2
2001-04-03 17:17:00,PIN,10.48,60.56,3.84,-18.3,-34.8,8.6
2001-04-03 17:17:00,RAN,10.74,72.89,-7.77,-51.8,-30.9,114.0
2001-04-03 17:17:00,TAL,10.36,78.86,-17.12,94.4,55.9,-10.1
2001-04-03 17:18:00,BLC,10.27,73.96,-1.39,50.8,-10.5,144.4
2001-04-03 17:18:00,BSL,11.16,41.39,0.72,-18.6,2.7,-0.8
2001-04-03 17:18:00,DLR,10.21,38.98,7.38,-13.7,-1.9,2.1
2001-04-03 17:18:00,EKP,10.57,71.17,-2.61,-37.5,-32.8,45.3
2001-04-03 17:18:00,FCC,10.61,68.97,-1.10,-32.7,-26.1,19.9
2001-04-03 17:18:00,GIM,10.58,66.67,0.77,-27.6,-5.5,5.9
2001-04-03 17:18:00,PIN,10.50,60.56,3.84,-18.2,-34.9,8.6
2001-04-03 17:18:00,RAN,10.76,72.89,-7.77,-48.8,-44.9,108.3
2001-04-03 17:18:00,TAL,10.38,78.86,-17.12,89.8,54.0,-14.2
2001-04-03 17:19:00,BLC,10.29,73.96,-1.39,53.9,-18.0,136.8
2001-04-03 17:19:00,BSL,11.18,41.39,0.72,-17.6,3.1,-0.7
2001-04-03 17:19:00,DLR,10.23,38.98,7.38,-13.7,-1.6,2.3
2001-04-03 17:19:00,EKP,10.59,71.17,-2.61,-38.6,-38.3,47.1
2001-04-03 17:19:00,FCC,10.62,68.97,-1.10,-34.8,-28.8,18.8
2001-04-03 17:19:00,GIM,10.60,66.67,0.77,-30.8,-8.8,7.7
2001-04-03 17:19:00,PIN,10.52,60.56,3.84,-18.0,-35.2,8.5
2001-04-03 17:19:00,RAN,10.78,72.89,-7.77,-45.7,-55.3,112.4
2001-04-03 17:19:00,TAL,10.40,78.86,-17.12,88.3,53.1,-19.9
2001-04-03 17:20:00,BLC,10.31,73.96,-1.39,58.1,-29.5,136.1
2001-04-03 17:20:00,BSL,11.20,41.39,0.72,-17.7,3.5,-0.6
2001-04-03 17:20:00,DLR,10.25,38.98,7.38,-13.8,-1.2,2.4
2001-04-03 17:20:00,EKP,10.61,71.17,-2.61,-43.6,-41.3,50.5
2001-04-03 17:20:00,FCC,10.64,68.97,-1.10,-38.9,-29.6,16.8
2001-04-03 17:20:00,GIM,10.62,66.67,0.77,-37.2,-10.2,11.3
2001-04-03 17:20:00,PIN,10.54,60.56,3.84,-19.0,-35.0,8.5
2001-04-03 17:20:00,RAN,10.80,72.89,-7.77,-47.8,-63.4,118.8
2001-04-03 17:20:00,TAL,10.41,78.86,-17.12,89.4,55.9,-26.4
2001-04-03 17:21:00,BLC,10.33,73.96,-1.39,58.0,-34.2,142.5
2001-04-03 17:21:00,BSL,11.21,41.39,0.72,-17.7,3.8,-0.5
2001-04-03 17:21:00,DLR,10.27,38.98,7.38,-12.9,-0.9,3.5
2001-04-03 17:21:00,EKP,10.63,71.17,-2.61,-48.1,-40.0,53.0
2001-04-03 17:21:00,FCC,10.66,68.97,-1.10,-41.0,-28.3,15.8
2001-04-03 17:21:00,GIM,10.64,66.67,0.77,-41.8,-10.6,14.6
2001-04-03 17:21:00,PIN,10.56,60.56,3.84,-19.4,-34.4,8.1
2001-04-03 17:21:00,RAN,10.82,72.89,-7.77,-55.1,-64.0,124.6
2001-04-03 17:21:00,TAL,10.43,78.86,-17.12,90.2,62.6,-35.0
2001-04-03 17:22:00,BLC,10.35,73.96,-1.39,54.2,-44.9,140.9
2001-04-03 17:22:00,BSL,11.23,41.39,0.72,-16.7,4.2,-0.4
2001-04-03 17:22:00,DLR,10.29,38.98,7.38,-13.0,-1.3,3.6
2001-04-03 17:22:00,EKP,10.65,71.17,-2.61,-50.5,-41.9,50.3
2001-04-03 17:22:00,FCC,10.68,68.97,-1.10,-41.1,-28.0,15.7
2001-04-03 17:22:00,GIM,10.65,66.67,0.77,-42.4,-9.8,14.5
2001-04-03 17:22:00,PIN,10.58,60.56,3.84,-18.9,-34.1,8.2
2001-04-03 17:22:00,RAN,10.84,72.89,-7.77,-63.2,-64.7,129.9
2001-04-03 17:22:00,TAL,10.45,78.86,-17.12,86.8,62.2,-41.7
2001-04-03 17:23:00,BLC,10.37,73.96,-1.39,60.6,-62.4,164.2
2001-04-03 17:23:00,BSL,11.25,41.39,0.72,-16.8,4.6,-0.3
2001-04-03 17:23:00,DLR,10.31,38.98,7.38,-13.1,-0.9,3.7
2001-04-03 17:23:00,EKP,10.67,71.17,-2.61,-56.8,-42.9,56.2
2001-04-03 17:23:00,FCC,10.70,68.97,-1.10,-45.2,-28.7,15.7
2001-04-03 17:23:00,GIM,10.67,66.67,0.77,-47.2,-11.4,16.2
2001-04-03 17:23:00,PIN,10.59,60.56,3.84,-18.8,-34.3,7.8
2001-04-03 17:23:00,RAN,10.85,72.89,-7.77,-74.1,-59.2,151.9
2001-04-03 17:23:00,TAL,10.47,78.86,-17.12,89.6,64.2,-54.5
2001-04-03 17:24:00,BLC,10.39,73.96,-1.39,60.6,-69.0,199.6
2001-04-03 17:24:00,BSL,11.27,41.39,0.72,-16.8,4.9,-0.2
2001-04-03 17:24:00,DLR,10.32,38.98,7.38,-12.2,0.1,3.8
2001-04-03 17:24:00,EKP,10.69,71.17,-2.61,-60.5,-35.8,59.2
2001-04-03 17:24:00,FCC,10.72,68.97,-1.10,-46.3,-25.4,17.7
2001-04-03 17:24:00,GIM,10.69,66.67,0.77,-49.3,-9.9,17.5
2001-04-03 17:24:00,PIN,10.61,60.56,3.84,-20.3,-32.9,8.0
2001-04-03 17:24:00,RAN,10.87,72.89,-7.77,-87.0,-43.3,163.7
2001-04-03 17:24:00,TAL,10.49,78.86,-17.12,92.1,67.1,-69.8
2001-04-03 17:25:00,BLC,10.41,73.96,-1.39,47.4,-67.0,224.0
2001-04-03 17:25:00,BSL,11.29,41.39,0.72,-16.8,4.6,-0.1
2001-04-03 17:25:00,DLR,10.34,38.98,7.38,-12.3,-0.2,3.9
2001-04-03 17:25:00,EKP,10.71,71.17,-2.61,-60.1,-33.0,61.7
2001-04-03 17:25:00,FCC,10.74,68.97,-1.10,-45.4,-24.1,19.6
2001-04-03 17:25:00,GIM,10.71,66.67,0.77,-47.7,-8.7,17.2
2001-04-03 17:25:00,PIN,10.63,60.56,3.84,-20.9,-32.5,7.9
2001-04-03 17:25:00,RAN,10.89,72.89,-7.77,-88.6,-34.6,166.3
2001-04-03 17:25:00,TAL,10.51,78.86,-17.12,91.6,66.6,-82.4
2001-04-03 17:26:00,BLC,10.43,73.96,-1.39,41.8,-54.8,238.3
2001-04-03 17:26:00,BSL,11.31,41.39,0.72,-16.9,5.0,-0.0
2001-04-03 17:26:00,DLR,10.36,38.98,7.38,-12.3,0.1,4.1
2001-04-03 17:26:00,EKP,10.72,71.17,-2.61,-58.9,-29.9,64.9
2001-04-03 17:26:00,FCC,10.76,68.97,-1.10,-45.5,-23.8,21.6
2001-04-03 17:26:00,GIM,10.73,66.67,0.77,-47.2,-7.3,16.4
2001-04-03 17:26:00,PIN,10.65,60.56,3.84,-20.6,-31.9,7.7
2001-04-03 17:26:00,RAN,10.91,72.89,-7.77,-83.4,-25.2,164.1
2001-04-03 17:26:00,TAL,10.53,78.86,-17.12,94.8,63.0,-93.7
2001-04-03 17:27:00,BLC,10.45,73.96,-1.39,41.2,-41.4,238.7
2001-04-03 17:27:00,BSL,11.33,41.39,0.72,-15.9,4.6,0.0
2001-04-03 17:27:00,DLR,10.38,38.98,7.38,-11.4,-0.3,4.2
2001-04-03 17:27:00,EKP,10.74,71.17,-2.61,-58.1,-25.1,63.6
2001-04-03 17:27:00,FCC,10.78,68.97,-1.10,-44.6,-21.5,21.6
2001-04-03 17:27:00,GIM,10.75,66.67,0.77,-44.5,-5.2,14.0
2001-04-03 17:27:00,PIN,10.67,60.56,3.84,-19.4,-32.4,7.6
2001-04-03 17:27:00,RAN,10.93,72.89,-7.77,-79.3,-17.2,155.4
2001-04-03 17:27:00,TAL,10.55,78.86,-17.12,95.9,55.0,-101.1
2001-04-03 17:28:00,BLC,10.47,73.96,-1.39,47.8,-30.8,237.1
2001-04-03 17:28:00,BSL,11.35,41.39,0.72,-15.9,4.3,0.1
2001-04-03 17:28:00,DLR,10.40,38.98,7.38,-11.5,-0.7,4.3
2001-04-03 17:28:00,EKP,10.76,71.17,-2.61,-58.0,-21.0,62.0
2001-04-03 17:28:00,FCC,10.80,68.97,-1.10,-43.8,-20.1,19.6
2001-04-03 17:28:00,GIM,10.77,66.67,0.77,-42.3,-5.4,12.0
2001-04-03 17:28:00,PIN,10.69,60.56,3.84,-18.6,-32.6,7.1
2001-04-03 17:28:00,RAN,10.95,72.89,-7.77,-72.4,-11.4,145.1
2001-04-03 17:28:00,TAL,10.57,78.86,-17.12,103.5,47.0,-107.2
2001-04-03 17:29:00,BLC,10.49,73.96,-1.39,55.1,-16.2,242.5
2001-04-03 17:29:00,BSL,11.37,41.39,0.72,-16.0,3.9,0.2
2001-04-03 17:29:00,DLR,10.42,38.98,7.38,-11.6,-0.4,4.4
2001-04-03 17:29:00,EKP,10.78,71.17,-2.61,-58.8,-16.7,59.6
2001-04-03 17:29:00,FCC,10.82,68.97,-1.10,-43.9,-18.8,18.5
2001-04-03 17:29:00,GIM,10.79,66.67,0.77,-44.8,-5.0,13.8
2001-04-03 17:29:00,PIN,10.71,60.56,3.84,-17.7,-32.2,7.1
2001-04-03 17:29:00,RAN,10.97,72.89,-7.77,-69.3,-6.4,140.2
2001-04-03 17:29:00,TAL,10.59,78.86,-17.12,110.1,43.4,-111.2
2001-04-03 17:30:00,BLC,10.50,73.96,-1.39,62.4,2.4,242.8
2001-04-03 17:30:00,BSL,11.39,41.39,0.72,-16.0,4.3,0.3
2001-04-03 17:30:00,DLR,10.44,38.98,7.38,-11.7,-0.0,4.5
2001-04-03 17:30:00,EKP,10.80,71.17,-2.61,-56.1,-13.6,59.9
2001-04-03 17:30:00,FCC,10.84,68.97,-1.10,-43.0,-17.4,19.5
2001-04-03 17:30:00,GIM,10.81,66.67,0.77,-43.8,-4.7,13.6
2001-04-03 17:30:00,PIN,10.73,60.56,3.84,-17.2,-32.9,6.7
2001-04-03 17:30:00,RAN,10.99,72.89,-7.77,-65.6,-3.2,137.0
2001-04-03 17:30:00,TAL,10.61,78.86,-17.12,118.8,44.2,-113.6
2001-04-03 17:31:00,BLC,10.52,73.96,-1.39,62.7,19.8,237.2
2001-04-03 17:31:00,BSL,11.41,41.39,0.72,-15.0,3.9,0.3
2001-04-03 17:31:00,DLR,10.46,38.98,7.38,-10.7,-0.5,4.6
2001-04-03 17:31:00,EKP,10.82,71.17,-2.61,-51.2,-10.1,57.5
2001-04-03 17:31:00,FCC,10.85,68.97,-1.10,-40.1,-17.0,20.5
2001-04-03 17:31:00,GIM,10.83,66.67,0.77,-39.4,-2.6,10.5
2001-04-03 17:31:00,PIN,10.75,60.56,3.84,-15.4,-32.7,6.7
2001-04-03 17:31:00,RAN,11.01,72.89,-7.77,-61.0,-0.8,126.2
2001-04-03 17:31:00,TAL,10.63,78.86,-17.12,128.4,45.3,-116.6
2001-04-03 17:32:00,BLC,10.54,73.96,-1.39,62.4,25.2,221.6
2001-04-03 17:32:00,BSL,11.43,41.39,0.72,-15.1,3.6,0.4
2001-04-03 17:32:00,DLR,10.48,38.98,7.38,-10.8,-0.1,4.7
2001-04-03 17:32:00,EKP,10.84,71.17,-2.61,-46.7,-11.8,57.9
2001-04-03 17:32:00,FCC,10.87,68.97,-1.10,-38.1,-17.7,21.5
2001-04-03 17:32:00,GIM,10.85,66.67,0.77,-38.3,-3.9,10.3
2001-04-03 17:32:00,PIN,10.77,60.56,3.84,-16.0,-33.2,6.6
2001-04-03 17:32:00,RAN,11.03,72.89,-7.77,-55.1,-4.3,122.1
2001-04-03 17:32:00,TAL,10.64,78.86,-17.12,132.4,43.7,-118.0
2001-04-03 17:33:00,BLC,10.56,73.96,-1.39,67.1,28.7,204.0
2001-04-03 17:33:00,BSL,11.44,41.39,0.72,-15.1,3.9,0.5
2001-04-03 17:33:00,DLR,10.50,38.98,7.38,-10.9,-0.5,4.8
2001-04-03 17:33:00,EKP,10.86,71.17,-2.61,-46.1,-11.0,55.7
2001-04-03 17:33:00,FCC,10.89,68.97,-1.10,-38.2,-16.3,20.4
2001-04-03 17:33:00,GIM,10.86,66.67,0.77,-40.2,-3.7,12.1
2001-04-03 17:33:00,PIN,10.79,60.56,3.84,-15.5,-32.1,6.5
2001-04-03 17:33:00,RAN,11.05,72.89,-7.77,-52.5,-5.0,120.7
2001-04-03 17:33:00,TAL,10.66,78.86,-17.12,134.1,43.3,-115.3
2001-04-03 17:34:00,BLC,10.58,73.96,-1.39,69.9,30.2,195.3
2001-04-03 17:34:00,BSL,11.46,41.39,0.72,-15.1,3.6,0.5
2001-04-03 17:34:00,DLR,10.52,38.98,7.38,-11.0,-0.9,3.9
2001-04-03 17:34:00,EKP,10.88,71.17,-2.61,-45.5,-10.7,56.3
2001-04-03 17:34:00,FCC,10.91,68.97,-1.10,-38.3,-15.9,20.4
